Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
earning statement template free,9,9,50,50,6.83,https://www.xero.com/us/templates/pay-stub-template/,0,0,0.00,0.64,28400000,"[64,52,29,52,41,41,23,23,11,17,11,23]",2026-01-06,"Image pack, Sitelinks, Video, Image, Ads bottom, People also ask, Related searches, AI overview",informational,Organic
website billing template,36,36,40,62,6.80,https://www.xero.com/us/templates/invoice-template/,0,0,0.00,0.21,28600000,"[18,18,18,18,18,18,100,18,18,18,100,18]",2025-12-12,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",informational,Organic
employee time sheet,56,56,880,51,9.29,https://www.xero.com/us/templates/timesheet-template/,0,0,0.00,0.35,537000000,"[37,46,46,52,37,52,37,46,37,52,52,68]",2025-11-23,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",informational,Organic
business balance sheet example,52,52,260,,5.07,https://www.xero.com/us/templates/balance-sheet-template/,0,0,0.00,0.9,219000000,"[100,3,62,4,5,4,4,4,4,4,3,4]",2026-01-11,"Image pack, Sitelinks, Video, Image, Ads bottom, Video Carousel, People also ask, Related searches",informational,Organic
receipt document,18,18,140,65,2.54,https://www.xero.com/us/templates/receipt-template/,0,0,0.00,0.24,466000000,"[80,52,80,80,42,80,100,66,52,100,80,66]",2025-12-20,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",informational,Organic
sample of time card,23,23,50,42,3.20,https://www.xero.com/us/templates/timesheet-template/,0,0,0.00,0.73,627000000,"[0,0,0,0,0,0,0,0,100,1,5,0]",2025-12-11,"Image pack, Sitelinks, Image, Video Carousel, People also ask, Related searches",informational,Organic
sample of time card,33,33,50,42,3.20,https://www.xero.com/us/templates/timesheet-template/,0,0,0.00,0.73,627000000,"[0,0,0,0,0,0,0,0,100,1,5,0]",2025-12-11,"Image pack, Sitelinks, Image, Video Carousel, People also ask, Related searches",informational,Organic
invoice template for consulting,13,13,50,35,5.61,https://www.xero.com/us/templates/invoice-template/consulting-template/,0,0,0.00,0.54,2150000,"[3,3,5,8,0,1,6,0,0,5,3,3]",2025-12-14,"Image pack, Image, Ads bottom, Related searches",informational,Organic
free printable weekly time sheet,33,33,90,30,1.97,https://www.xero.com/us/templates/timesheet-template/,0,0,0.00,0.03,371000000,"[21,3,15,21,34,43,34,28,15,21,21,100]",2025-12-13,"Image pack, Sitelinks, Video, Image, Related searches",informational,Organic
free receipt template pdf,14,14,480,36,1.53,https://www.xero.com/us/templates/receipt-template/,0,0,0.00,0.5,118000000,"[81,54,66,66,54,66,54,54,54,54,54,81]",2025-12-18,"Image pack, Sitelinks, Image, Ads bottom, People also ask, Related searches",informational,Organic
time card template free,36,36,110,42,2.38,https://www.xero.com/us/templates/timesheet-template/,0,0,0.00,0.34,556000000,"[0,0,26,65,100,26,53,53,80,80,42,15]",2026-01-14,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",informational,Organic
sample of expense report,12,12,30,31,5.61,https://www.xero.com/us/templates/expense-report-template/,0,0,0.00,0.32,73100000,"[63,81,63,27,0,27,0,9,0,45,0,0]",2025-12-02,"Image pack, Sitelinks, Video, Image, Ads bottom, Video Carousel, People also ask, Related searches, Ads middle",informational,Organic
editable blank invoice template pdf,17,17,40,,0.00,https://www.xero.com/us/templates/invoice-template/,0,0,0.00,1,3710000,"[14,14,14,100,64,28,14,14,14,14,14,14]",2025-12-31,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",informational,Organic
editable blank invoice template pdf,41,41,40,,0.00,https://www.xero.com/us/templates/invoice-template/,0,0,0.00,1,3710000,"[14,14,14,100,64,28,14,14,14,14,14,14]",2025-12-31,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",informational,Organic
standard invoice format,19,19,70,56,3.06,https://www.xero.com/us/templates/invoice-template/,0,0,0.00,0.99,105000000,"[15,21,21,21,28,21,21,43,28,21,21,21]",2026-01-16,"Image pack, Video, Image, Ads bottom, Video Carousel, People also ask, Related searches",informational,Organic
square invoice templates,52,52,110,39,3.84,https://www.xero.com/us/templates/invoice-template/,0,0,0.00,0,4040000,"[10,22,22,8,4,6,18,14,18,10,100,54]",2025-12-22,"Image pack, Sitelinks, Video, Image, Video Carousel, Related searches",informational,Organic
square invoice templates,65,65,110,39,3.84,https://www.xero.com/us/templates/invoice-template/,0,0,0.00,0,4040000,"[10,22,22,8,4,6,18,14,18,10,100,54]",2025-12-22,"Image pack, Sitelinks, Video, Image, Video Carousel, Related searches",informational,Organic
simple rent receipt template,51,51,30,25,1.05,https://www.xero.com/us/templates/receipt-template/rent-receipt-template/,0,0,0.00,1,8120000,"[18,100,18,18,18,18,18,18,18,18,18,18]",2026-01-18,"Image pack, Sitelinks, Video, Image, Related searches",informational,Organic
salary pay stub template,10,10,70,39,7.57,https://www.xero.com/us/templates/pay-stub-template/,0,0,0.00,0.18,320000,"[9,52,9,52,52,52,52,9,9,33,23,42]",2025-12-09,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",informational,Organic
purchase receipt sample,16,16,70,50,1.81,https://www.xero.com/us/templates/receipt-template/,0,0,0.00,1,120000000,"[50,50,50,64,35,50,50,78,35,35,78,50]",2025-12-14,"Image pack, Sitelinks, Image, Ads bottom, People also ask, Related searches","informational, transactional",Organic
software billing format,25,25,110,60,11.05,https://www.xero.com/us/templates/invoice-template/,0,0,0.00,0.06,248000000,"[2,2,6,2,2,6,0,4,100,4,54,4]",2025-12-21,"Image pack, Sitelinks, Video, Ads top, Ads bottom, Video Carousel, Related searches, AI overview",informational,Organic
paycheck real payroll check,54,54,70,67,85.80,https://www.xero.com/us/templates/pay-stub-template/,0,0,0.00,0.22,28400000,"[19,19,19,26,11,26,26,26,42,42,42,34]",2025-12-24,"Image pack, Sitelinks, Video, Ads bottom, Video Carousel, Related searches, Ads middle, AI overview",commercial,Organic
free printable rent receipts pdf,18,18,70,32,1.05,https://www.xero.com/us/templates/receipt-template/rent-receipt-template/,0,0,0.00,0.39,5870000,"[100,18,18,18,18,100,100,63,45,63,63,63]",2025-12-03,"Image pack, Sitelinks, Video, Ads bottom, Related searches",informational,Organic
check stub forms,13,13,40,40,4.63,https://www.xero.com/us/templates/pay-stub-template/,0,0,0.00,0.06,15700000,"[14,14,14,50,50,50,7,0,14,50,64,35]",2025-12-11,"Image pack, Sitelinks, Video, Ads bottom, Related searches",commercial,Organic
photography service invoice template,46,46,40,28,2.76,https://www.xero.com/us/templates/invoice-template/photography-template/,0,0,0.00,0.85,7520000,"[18,18,18,18,45,18,36,100,63,18,18,18]",2025-12-27,"Image pack, Sitelinks, Video, Image, Ads bottom, People also ask, Related searches",informational,Organic
checks stubs,71,71,260,53,6.78,https://www.xero.com/us/templates/pay-stub-template/,0,0,0.00,0.53,12400000,"[29,100,54,36,23,29,19,15,29,29,29,23]",2025-12-28,"Image pack, Sitelinks, Video, Related searches, See results about, AI overview",informational,Organic
checks stubs,84,84,260,53,6.78,https://www.xero.com/us/templates/pay-stub-template/,0,0,0.00,0.53,12400000,"[29,100,54,36,23,29,19,15,29,29,29,23]",2025-12-28,"Image pack, Sitelinks, Video, Related searches, See results about, AI overview",informational,Organic
check stubs,62,62,6600,56,6.98,https://www.xero.com/us/templates/pay-stub-template/,0,0,0.00,0.54,12900000,"[36,44,44,44,44,44,54,66,44,44,44,44]",2026-01-17,"Image pack, Sitelinks, Video, People also ask, Related searches, See results about, AI overview",informational,Organic
balance sheet format example,23,23,90,37,2.97,https://www.xero.com/us/templates/balance-sheet-template/,0,0,0.00,0.4,142000000,"[50,50,78,78,78,78,78,78,64,50,100,35]",2026-01-02,"Image pack, Sitelinks, Video, Image, Ads bottom, Video Carousel, Related searches",informational,Organic
income statement layout,14,14,170,39,0.00,https://www.xero.com/us/templates/income-statement-template/,0,0,0.00,0.05,70000000,"[22,54,54,22,29,29,22,14,35,100,29,22]",2026-01-18,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Things to know",informational,Organic
monthly time sheets printable,34,34,90,34,0.00,https://www.xero.com/us/templates/timesheet-template/,0,0,0.00,0.83,13500000,"[26,19,26,26,34,19,42,19,19,19,100,19]",2025-12-26,"Image pack, Sitelinks, Image, Related searches",informational,Organic
how to write a rent receipt,84,84,320,21,1.27,https://www.xero.com/us/templates/receipt-template/rent-receipt-template/,0,0,0.00,0.92,65700000,"[36,36,44,44,29,44,29,36,54,54,100,36]",2026-01-01,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Short videos, Discussions and forums, AI overview",informational,Organic
online purchase order template,72,72,30,23,5.85,https://www.xero.com/us/templates/purchase-order-template/,0,0,0.00,0.5,132000000,"[7,7,7,7,7,7,7,7,7,15,34,7]",2026-01-13,"Image pack, Sitelinks, Video, Image, Ads bottom, People also ask, Related searches","informational, transactional",Organic
fillable expense report,10,10,40,30,9.73,https://www.xero.com/us/templates/expense-report-template/,0,0,0.00,0.77,186000,"[18,100,18,18,18,100,18,18,18,18,18,18]",2025-12-11,"Image pack, Sitelinks, Video, Image, Ads top, Ads bottom, People also ask, Related searches","commercial, informational",Organic
business income statement sample,35,35,40,30,5.42,https://www.xero.com/us/templates/income-statement-template/,0,0,0.00,0.17,111000000,"[18,18,18,18,100,100,18,18,18,18,18,18]",2025-12-11,"Image pack, Sitelinks, Video, Image, Ads bottom, People also ask, Related searches",informational,Organic
business income statement sample,44,44,40,30,5.42,https://www.xero.com/us/templates/income-statement-template/,0,0,0.00,0.17,111000000,"[18,18,18,18,100,100,18,18,18,18,18,18]",2025-12-11,"Image pack, Sitelinks, Video, Image, Ads bottom, People also ask, Related searches",informational,Organic
make recipt,41,41,90,34,2.39,https://www.xero.com/us/templates/receipt-generator/,0,0,0.00,0.48,5,"[0,39,48,0,0,0,0,0,5,0,7,17]",2025-11-19,"Image pack, Sitelinks, Video, Ads bottom, Video Carousel, People also ask, Related searches, Discussions and forums","informational, transactional",Organic
payroll check stub form,24,24,170,43,3.70,https://www.xero.com/us/templates/pay-stub-template/,0,0,0.00,0.46,17800000,"[21,34,28,81,100,65,65,43,34,34,65,28]",2025-12-30,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",informational,Organic
time sheet format,29,29,880,33,3.11,https://www.xero.com/us/templates/timesheet-template/,0,0,0.00,0.39,7,"[3,65,4,13,13,55,44,8,100,11,13,20]",2025-11-19,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",informational,Organic
free printable invoice maker,46,46,30,59,6.47,https://www.xero.com/us/templates/invoice-generator/,0,0,0.00,0.78,10700000,"[11,11,11,11,11,17,23,11,29,23,17,23]",2026-01-05,"Image pack, Sitelinks, Video, Ads top, Ads bottom, Related searches",commercial,Organic
sample real estate business plan template,15,15,70,27,4.52,https://www.xero.com/us/templates/business-plan-template/real-estate/,0,0,0.00,0.46,0,"[35,50,50,50,35,64,50,50,50,35,50,35]",2025-12-31,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",informational,Organic
pay check stubs,92,92,1600,53,4.26,https://www.xero.com/us/templates/pay-stub-template/,0,0,0.00,0.39,12600000,"[22,16,65,43,29,29,22,43,29,43,29,43]",2025-12-26,"Sitelinks, Video, Video Carousel, People also ask, Related searches","informational, transactional",Organic
template startup business plan,88,88,1000,46,4.48,https://www.xero.com/us/templates/business-plan-template/startup/,0,0,0.00,0.19,26000000,"[4,7,13,1,44,55,65,100,1,20,44,44]",2025-12-23,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches, Discussions and forums",informational,Organic
template startup business plan,94,94,1000,46,4.48,https://www.xero.com/us/templates/business-plan-template/startup/,0,0,0.00,0.19,26000000,"[4,7,13,1,44,55,65,100,1,20,44,44]",2025-12-23,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches, Discussions and forums",informational,Organic
how to fill out a money rent receipt book,86,86,40,10,0.00,https://www.xero.com/us/templates/receipt-template/rent-receipt-template/,0,0,0.00,0.06,51400000,"[18,18,18,18,18,100,100,100,18,18,18,18]",2025-12-05,"Image pack, Sitelinks, Video, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
free stubs,31,31,30,46,10.14,https://www.xero.com/us/templates/pay-stub-template/,0,0,0.00,0.68,12400000,"[14,14,14,14,14,28,28,35,35,28,21,28]",2025-12-24,"Sitelinks, Video, Ads bottom, Video Carousel, Related searches",informational,Organic
rent slip,56,56,140,31,1.58,https://www.xero.com/us/templates/receipt-template/rent-receipt-template/,0,0,0.00,0.18,103000000,"[15,26,53,80,65,80,26,65,11,65,100,65]",2025-12-17,"Image pack, Video, Video Carousel, People also ask, Related searches",informational,Organic
pay stub software,52,52,140,74,27.47,https://www.xero.com/us/templates/pay-stub-template/,0,0,0.00,0.82,33600000,"[23,12,100,35,10,35,43,35,35,28,28,43]",2026-01-05,"Sitelinks, Video, Ads bottom, Video Carousel, People also ask, Related searches",informational,Organic
printable cash receipt,35,35,170,39,0.85,https://www.xero.com/us/templates/receipt-template/cash-receipt-template/,0,0,0.00,0.75,18700000,"[43,35,35,54,43,35,35,29,29,29,35,22]",2025-12-27,"Image pack, Sitelinks, Video, Image, Related searches",informational,Organic
cash receipts template,21,21,90,38,1.31,https://www.xero.com/us/templates/receipt-template/cash-receipt-template/,0,0,0.00,1,23000000,"[0,3,3,5,8,3,3,2,5,0,16,10]",2025-12-28,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",informational,Organic
church receipts for donations template,60,60,40,12,1.20,https://www.xero.com/us/templates/receipt-template/donation-receipt/,0,0,0.00,0.83,218000,"[18,18,100,100,100,18,18,18,18,18,18,18]",2025-12-26,"Image pack, Sitelinks, Video, Image, Ads top, Ads bottom, Related searches",informational,Organic
e receipt generator,27,27,40,25,2.76,https://www.xero.com/us/templates/receipt-generator/,0,0,0.00,0.73,63900000,"[6,6,6,6,6,6,6,6,6,34,34,21]",2026-01-12,"Sitelinks, Video, Ads bottom, Related searches, See results about",informational,Organic
receipt templates printable free,14,14,30,58,1.13,https://www.xero.com/us/templates/receipt-template/,0,0,0.00,0.35,120000000,"[55,55,77,100,0,11,11,0,0,44,44,0]",2025-11-29,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",informational,Organic
business plan templates sample,84,84,90,63,3.57,https://www.xero.com/us/templates/business-plan-template/,0,0,0.00,0.59,60200000,"[41,41,64,82,64,41,23,52,5,82,100,64]",2026-01-18,"Image pack, Sitelinks, People also ask, Related searches, Discussions and forums",informational,Organic
teamwork templates,57,57,140,23,4.49,https://www.xero.com/us/templates/team-charter-template/,0,0,0.00,0.04,19100000,"[65,34,65,65,80,42,0,42,42,26,100,26]",2025-12-28,"Image pack, Sitelinks, Video, Image, Ads bottom, People also ask, Related searches",navigational,Organic
sample travel expense report,64,64,140,,7.44,https://www.xero.com/us/templates/expense-report-template/,0,0,0.00,0.53,15300000,"[26,42,34,65,80,42,80,53,34,34,100,11]",2025-12-31,"Image pack, Sitelinks, Video, Image, Related searches",informational,Organic
download check stub template free,13,13,50,36,4.52,https://www.xero.com/us/templates/pay-stub-template/,0,0,0.00,0.12,406000,"[7,3,3,3,3,42,100,3,11,11,15,15]",2025-12-08,"Ads bottom, Related searches, AI overview",informational,Organic
income statement template free,8,8,70,27,4.34,https://www.xero.com/us/templates/income-statement-template/,0,0,0.00,0.56,143000000,"[100,50,78,78,50,35,21,21,21,14,35,35]",2026-01-13,"Image pack, Sitelinks, Video, Image, Ads bottom, People also ask, Related searches",informational,Organic
income statement template free,10,10,70,27,4.34,https://www.xero.com/us/templates/income-statement-template/,0,0,0.00,0.56,143000000,"[100,50,78,78,50,35,21,21,21,14,35,35]",2026-01-13,"Image pack, Sitelinks, Video, Image, Ads bottom, People also ask, Related searches",informational,Organic
making a receipt,39,39,90,46,2.43,https://www.xero.com/us/templates/receipt-generator/,0,0,0.00,0.66,489000000,"[0,18,4,6,35,4,10,35,0,29,0,100]",2025-12-28,"Image pack, Sitelinks, Video, Ads bottom, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
estimate template construction,35,35,50,17,7.99,https://www.xero.com/us/templates/construction-estimate-template/,0,0,0.00,1,18400000,"[34,19,0,3,0,15,100,19,26,15,3,26]",2026-01-03,"Image pack, Sitelinks, Video, Image, Ads bottom, Video Carousel, Related searches",informational,Organic
